sep=,
index,exponent,sine,cosine,log_base_2,log_base_10,log_base_e
0,0.9911248012230298,0.008005080168480233,1.0053526053170014,0,0,0
1,1.2196979004741633,0.20662273142648319,0.9757539619529859,-2.3309688287144117,-0.7044131378531016,-1.6038390226320072
2,1.4886612248623068,0.3867020338570295,0.9195717675382354,-1.319807645541383,-0.40607719629790806,-0.917957721248827
3,1.819238874677208,0.5556895408487011,0.8324191675688433,-0.7392271238253548,-0.227685728846947,-0.5088195948819145
4,2.2257834435370425,0.7190843476903583,0.688498936029047,-0.3210243684644431,-0.09239374111717422,-0.2269766743438635
5,2.727763849687892,0.8412590613580279,0.5378450115473182,-0.00887974108839375,0.008150367844749472,-0.007214726906997371
6,3.3175159657202626,0.9326949832311691,0.3635743540600239,0.2723767345566252,0.08034656074187736,0.18026742418410277
7,4.056520173076606,0.9801731318114507,0.17382147082745544,0.4914763399285102,0.15216369345133754,0.3350114350860657
8,4.949129665420205,1.0044816228491575,-0.025627015213959464,0.6824824984920825,0.2095430334332759,0.47405599641390095
9,6.048507224917823,0.9679337199557144,-0.22952787974980338,0.8457317860301414,0.2644601309956209,0.5802545969492989
10,7.3961256225528995,0.9014951682269855,-0.42421219283911543,0.996351444412538,0.2976027568830952,0.698931970803461
11,9.025753897290697,0.8030632480419587,-0.5972893265071155,1.135893774234471,0.3430261542529776,0.7791400062584797
12,11.017902367788198,0.6801910322923862,-0.7303028669139829,1.25476427902616,0.3884330909876798,0.8678651334789842
13,13.46670137471394,0.5156983751548918,-0.8535639291430764,1.370908171759918,0.4240542311323998,0.9641697128458874
14,16.454238455670545,0.343524136020297,-0.9475683452765838,1.4857104604877258,0.4465252975452891,1.0246748813341973
15,20.08173935822201,0.14564571433268866,-0.9803117904904298,1.5768601624967247,0.4840673738372872,1.0897360201839363
16,24.53376226692288,-0.06333749027781327,-1.0061711938766495,1.675905233014466,0.5001147319296628,1.160923729560081
17,29.964739826949383,-0.24812450968777744,-0.9663971329576453,1.7713230641685995,0.5322180051234459,1.2250709777593343
18,36.590742812511714,-0.4463408790608442,-0.9054701316301079,1.8477390380483794,0.5633454717729208,1.2889165030132232
19,44.692324451386774,-0.6172360514588309,-0.7916280118773441,1.9341358609277337,0.5763956088243694,1.3414176303517154
20,54.59559867976832,-0.7554888894033129,-0.6548358609410794,2.0002446419138793,0.6037561972649579,1.3801655387444618
21,66.69131250595629,-0.8670751047770491,-0.481079759446569,2.0748647017658697,0.6289308914759357,1.425544384712221
22,81.44256376398171,-0.9434025447330618,-0.3155819350860606,2.130099704397389,0.6405670863318167,1.4909753200332252
23,99.4920995649079,-0.9991501329267092,-0.10912885832786455,2.203168935476453,0.6627538639661114,1.5342716104715903
24,121.51160537710824,-1.0023814294514584,0.08341996851775088,2.257067843527278,0.685961277644849,1.5729948165763308
25,148.41449450068987,-0.968324749226094,0.2888815705759276,2.3146879800427036,0.6952313371286343,1.6092286078671756
26,181.26649214603455,-0.8764326820860445,0.47399382639733734,2.3747680058580474,0.711291630512544,1.6537962641425028
27,221.4024425732232,-0.7705464114023016,0.6367521230512062,2.434658377398905,0.7359713344462979,1.6795593240937583
28,270.41974705231155,-0.6331717130255085,0.7662389929909635,2.4852314070546493,0.740828689954296,1.7135482047487327
29,330.2986328969592,-0.4715578757595401,0.8804362083298443,2.531122701568674,0.7664901263025445,1.7573473601298328
30,403.422715356012,-0.2704873024147692,0.965910191007012,2.5787074860717714,0.7796366208671064,1.7823623599986391
31,492.7501321728668,-0.08922527082019635,0.9933370567073235,2.6298774406345817,0.8015032220152936,1.8174357586610057
32,601.8530852063774,0.11665034509916594,0.995627284092174,2.6875253007388347,0.7998116720280519,1.861917828239305
33,735.1050300703769,0.31398595433242915,0.9537707366615975,2.7310314783092298,0.8222575168873957,1.8856963063243022
34,897.8416427705527,0.497382023879531,0.8658610595445655,2.770596398248716,0.8329640843925045,1.9114799756618823
35,1096.6280419177276,0.6651445369179948,0.7463882708092532,2.8091210266664843,0.8387623455102101,1.9365600052559946
36,1339.4217727918929,0.7969994178216933,0.6144107845009107,2.8474435595432324,0.8636513976462236,1.9728951361713125
37,1635.9801197774964,0.8915371164648322,0.4389892933111118,2.882484531478015,0.8632367490652469,1.9923047547287653
38,1998.201855112122,0.9774465087510171,0.24478293612946328,2.9304070258782544,0.8826701733967255,2.028729895181731
39,2440.610067939739,0.9980288178762319,0.06379905988004878,2.962742040892374,0.9008448983056675,2.04804328483031
40,2980.9549080389456,0.9891141689761129,-0.14634719682019712,2.9967311040284295,0.9103806373724784,2.0887815205305706
41,3640.955269154397,0.9336044990985988,-0.33229946453860043,3.0379007723746114,0.9100993622237495,2.0946607841383913
42,4447.062669959735,0.8501483035824048,-0.5276408953830494,3.0717168435372324,0.9161156970203227,2.1292249590972356
43,5431.659100721378,0.7396276776408974,-0.6772052662993909,3.1047654452266595,0.9300867368593165,2.154457790904051
44,6634.240332573751,0.5909493985114692,-0.8062569020978166,3.1400972167579737,0.9535898419925829,2.170040602723315
45,8103.076477957206,0.4090787700921312,-0.9188702532848424,3.166228175283071,0.9443564162172783,2.2004182640628063
46,9897.138615930218,0.21335687105080683,-0.979155491552131,3.2013139616199133,0.965779714430622,2.2246743316300983
47,12088.375633651469,0.01724719668942821,-1.0014499401967114,3.23596097119749,0.9807911298330823,2.2422048568157185
48,14764.771824249816,-0.18130530929549324,-0.982623390984642,3.263916444393285,0.9835579750783916,2.2645695176345138
49,18033.75162095875,-0.3668646727016298,-0.9295871838584902,3.295218279827066,0.998927229310877,2.2867444114427466
50,22026.474495448056,-0.5384802851173021,-0.8377744427637221,3.3290697820103436,1.001738056262807,2.3034831265714226
51,26903.185103249132,-0.6902152788573147,-0.7145718109742791,3.3594641989035425,1.0078862109419027,2.3270553452385747
52,32859.61675343208,-0.8191819764038226,-0.5641429421430022,3.3783897826406375,1.0124132463629898,2.3337608555009544
53,40134.829008397435,-0.9294322968042574,-0.3801020113919468,3.400015768517176,1.0258391543267493,2.353163868727545
54,49020.80213090741,-0.9826118562310051,-0.18524413976376422,3.424568836394615,1.0301179034214922,2.3795459510842574
55,59874.148741671444,-1.0024196549987636,0.006913896140949502,3.449453236268432,1.0499809517984617,2.401787557780824
56,73130.43209265999,-0.975612660320266,0.20589932133464056,3.488206324084415,1.058865695985347,2.4204651745469734
57,89321.72552378733,-0.9178470096375702,0.3963154826158322,3.515768452353378,1.0667087823141226,2.439640681003168
58,109097.79887241316,-0.8143189019712362,0.5651082066399397,3.54422844606138,1.073913559730284,2.448303969485469
59,133252.35542827225,-0.6907875075213473,0.7238886067672053,3.5624864035383883,1.0621417264136146,2.4639356948606363
60,162754.79342574143,-0.5409340460997509,0.8339678000381257,3.57869414271157,1.0832684708684566,2.475184116062644
61,198789.14655340515,-0.3655742904311554,0.942156854722554,3.6008817371638,1.083806965461817,2.511317110209425
62,242801.6240450421,-0.17299014119037656,0.9899770142942849,3.624600205953053,1.0853905307240115,2.509583107008502
63,296558.5713934262,0.035884114564948846,0.9996931055335023,3.6520980050792224,1.1090346280729078,2.53035986186714
64,362217.44114252785,0.22504455803987933,0.973322720518405,3.6761623801269434,1.106085849433701,2.550214948823571
65,442413.40178047755,0.4132874986029008,0.9107153188695155,3.7013526579501796,1.119126912757534,2.5635944115191487
66,540364.9449816591,0.5842578507704282,0.8015041681078686,3.715351898579112,1.1168694216472106,2.58417739720175
67,660003.2206003232,0.7317057081653677,0.6780222103149396,3.7511134916802646,1.1218546589379836,2.603560679900748
68,806129.7673378799,0.8665100978382332,0.508424942815177,3.7653702142036085,1.1398853373734894,2.6153764129647765
69,984609.1103065754,0.949282204276534,0.3278023972451219,3.782007433755443,1.14735272276555,2.62545204389109
70,1202604.2749083904,0.9941688890910276,0.13009636910631042,3.8033496432482035,1.137157919820424,2.63735919561474
71,1468864.196403916,0.9909786358222222,-0.05838329525492385,3.8251258900011567,1.1543949758618433,2.657359360993483
72,1794074.762623994,0.9677901392325863,-0.2596315869019493,3.852238823158376,1.148747085765276,2.6768730136631738
73,2191287.875850591,0.8995271484194752,-0.4559252131911342,3.8751865693150926,1.1730255122283846,2.6759839476505105
74,2676445.061798392,0.7911645947696211,-0.6144243706395015,3.8798886615592934,1.1735306893620838,2.7028373495419076
75,3269017.3754971395,0.6520146305936937,-0.7519673007937862,3.9062067805383736,1.1740220008205797,2.7001740335472655
76,3992786.841403153,0.47917695408864125,-0.8698285998640383,3.9230500242779742,1.1841628965356172,2.7172816064823047
77,4876800.858034089,0.3113870516875164,-0.9576499201629601,3.947020869133026,1.1785554493511947,2.730049908092952
78,5956538.010108018,0.11355507364337565,-0.9950612643938618,3.9546968741988366,1.1850881809463885,2.73918707267867
79,7275331.960796695,-0.09917616065490611,-1.0030527346352511,3.9782076061029334,1.2001412657453716,2.7567749937540356
80,8886110.519955592,-0.27923206360815667,-0.9600061899400774,4.001340775318505,1.2001856218099016,2.777124912564971
81,10853519.906831648,-0.4639830722757612,-0.8867049139483825,4.018461149541139,1.218387473788289,2.789425971027311
82,13256519.136156203,-0.6304152783207142,-0.7754265854328105,4.0298929454856,1.2144494296243242,2.7910455169994415
83,16191549.032846147,-0.7841615911460433,-0.6320001104173338,4.05118059404569,1.214697213843254,2.802862751111521
84,19776402.667187694,-0.8817231049611013,-0.4549402981609194,4.072174530477883,1.2318588745447974,2.8246417885468618
85,24154952.747624792,-0.9660336537187846,-0.27027388364775934,4.0884165765623335,1.2247165711257528,2.834521231866452
86,29502925.91040106,-0.9920285184479819,-0.0822181902402808,4.102092931623342,1.2386588957747797,2.842682615720771
87,36034955.084266,-1.0015595041183052,0.11646422016437769,4.124076708753545,1.2431884395197765,2.8534851043268
88,44013193.538148835,-0.9505414062332249,0.32260099122588826,4.141182727243222,1.2539736242597386,2.864550800593306
89,53757835.97856786,-0.8731874706083206,0.5070216040174537,4.158661876131065,1.2518598672075243,2.887207731003244
90,65659969.136524215,-0.7555240829520462,0.6641434557944839,4.170899223399616,1.2606889961756298,2.900020176189558
91,80197267.4043007,-0.6046909743561856,0.788524340500179,4.189720761746986,1.2690741812965045,2.906461619899986
92,97953163.5984423,-0.4300015563015772,0.9016800633986548,4.194306179526768,1.264329037203977,2.919729407548511
93,119640264.19116253,-0.24996514229364794,0.9673058073770541,4.2118195840233925,1.2742754019096387,2.919216094885543
94,146128948.67625695,-0.04183879633728864,0.9957802275191884,4.238314083828781,1.2796005343188868,2.9252183745779643
95,178482300.95969945,0.1591366892269665,0.997833350866225,4.2460095886376985,1.2798657183071596,2.9518565776146413
96,217998774.68605375,0.3470684905823555,0.9356140039287746,4.272588160752417,1.277011940461415,2.9585440516345227
97,266264304.67855754,0.5188007871511876,0.8474497084051984,4.280992514754427,1.2886440422454983,2.966342434144125
98,325215956.12084246,0.6916810856527351,0.7307400088896893,4.300929315240751,1.2866452065339475,2.9816386012734926
99,397219665.8052617,0.8042864564724124,0.5767645724196743,4.3133212386124775,1.287045435389821,2.9829568063545677
100,485165195.404111,0.9127661021546463,0.4112015637526431,4.312359769815873,1.3095126104650827,2.991493008292831
101,592582107.8398635,0.9795064234625988,0.2103804839741815,4.344823786848401,1.3110626489051938,2.9969992770572276
102,723781420.9470487,0.9989480164468173,0.02411005287851152,4.347131040565346,1.314994624127228,3.0078470893385445
103,884028623.8463352,0.9853979929691216,-0.17642106504959545,4.3569515259724945,1.3192697190635512,3.0262803537069813
104,1079754999.4739814,0.9372339559033509,-0.3679505158548718,4.375782992263945,1.318845699798788,3.0261309228592967
